Start Time,Duration,Attributes,Title,Device Type,Bookmark,Country,Title_0,Title_1,Title_2,PST Start Time,Month,Day,Year
2019-08-22 03:41:34,0.0005555555555555556,,The Office (U.S.): Season 5: Weight Loss: Part 1 (Episode 1),Netflix Chrome MAC (Cadmium) HTML 5,0.30583333333333335,US (United States),Big Mouth,Season 1,The Head Push (Episode 8),2019-08-21 20:41:34-07:00,8,2,2019
2019-08-21 06:02:58,0.3536111111111111,,Parks and Recreation: Season 5: Correspondents' Lunch (Episode 15),Netflix Chrome MAC (Cadmium) HTML 5,0.3580555555555555,US (United States),Big Mouth,Season 1,The Head Push (Episode 8),2019-08-20 23:02:58-07:00,8,1,2019
2019-08-21 05:31:23,0.355,,Parks and Recreation: Season 5: Leslie and Ben (Episode 14),Netflix Chrome MAC (Cadmium) HTML 5,0.35777777777777775,US (United States),Big Mouth,Season 1,Requiem for a Wet Dream (Episode 7),2019-08-20 22:31:23-07:00,8,1,2019
2019-08-21 04:19:07,0.3525,Autoplayed: user action: None; ,Parks and Recreation: Season 5: Emergency Response (Episode 13),Netflix Chrome MAC (Cadmium) HTML 5,0.3569444444444444,US (United States),Mad Men,Season 7,The Monolith (Episode 4),2019-08-20 21:19:07-07:00,8,1,2019
2019-08-21 03:53:37,0.3569444444444444,,Parks and Recreation: Season 5: Ann's Decision (Episode 12),Netflix Chrome MAC (Cadmium) HTML 5,0.35777777777777775,US (United States),Mad Men,Season 7,Field Trip (Episode 3),2019-08-20 20:53:37-07:00,8,1,2019
2019-08-21 03:24:56,0.29916666666666664,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 5: Weight Loss: Part 1 (Episode 1),Netflix Chrome MAC (Cadmium) HTML 5,0.30527777777777776,US (United States),Mad Men,Season 7,Field Trip (Episode 3),2019-08-20 20:24:56-07:00,8,1,2019
2019-08-21 03:01:16,0.3938888888888889,,"The Office (U.S.): Season 4: Goodbye, Toby (Episode 14)",Netflix Chrome MAC (Cadmium) HTML 5,0.6938888888888889,US (United States),Big Mouth,Season 1,Requiem for a Wet Dream (Episode 7),2019-08-20 20:01:16-07:00,8,1,2019
2019-08-19 06:17:14,0.35416666666666663,,Parks and Recreation: Season 5: Women in Garbage (Episode 11),Netflix Chrome MAC (Cadmium) HTML 5,0.35888888888888887,US (United States),Big Mouth,Season 1,Pillow Talk (Episode 6),2019-08-18 23:17:14-07:00,8,6,2019
2019-08-19 05:25:17,0.3547222222222222,,Parks and Recreation: Season 5: Two Parties (Episode 10),Netflix Chrome MAC (Cadmium) HTML 5,0.3580555555555555,US (United States),Big Mouth,Season 1,Pillow Talk (Episode 6),2019-08-18 22:25:17-07:00,8,6,2019
2019-08-18 06:57:20,0.35388888888888886,,Parks and Recreation: Season 5: Ron and Diane (Episode 9),Netflix Chrome MAC (Cadmium) HTML 5,0.35888888888888887,US (United States),Big Mouth,Season 1,Requiem for a Wet Dream (Episode 7),2019-08-17 23:57:20-07:00,8,5,2019
2019-08-18 06:16:12,0.3530555555555555,,Parks and Recreation: Season 5: Pawnee Commons (Episode 8),Netflix Chrome MAC (Cadmium) HTML 5,0.35777777777777775,US (United States),Big Mouth,Season 1,Requiem for a Wet Dream (Episode 7),2019-08-17 23:16:12-07:00,8,5,2019
2019-08-18 05:47:00,0.35333333333333333,,Parks and Recreation: Season 5: Leslie vs. April (Episode 7),Netflix Chrome MAC (Cadmium) HTML 5,0.35777777777777775,US (United States),Big Mouth,Season 2,Am I Normal? (Episode 1),2019-08-17 22:47:00-07:00,8,5,2019
2019-08-15 05:33:44,0.3547222222222222,,Parks and Recreation: Season 5: Ben's Parents (Episode 6),Netflix Chrome MAC (Cadmium) HTML 5,0.35916666666666663,US (United States),Mad Men,Season 7,A Day's Work (Episode 2),2019-08-14 22:33:44-07:00,8,2,2019
2019-08-15 05:04:49,0.3555555555555555,,Parks and Recreation: Season 5: Halloween Surprise (Episode 5),Netflix Chrome MAC (Cadmium) HTML 5,0.35916666666666663,US (United States),Mad Men,Season 7,Time Zones (Episode 1),2019-08-14 22:04:49-07:00,8,2,2019
2019-08-15 04:40:52,0.3536111111111111,,Parks and Recreation: Season 5: Sex Education (Episode 4),Netflix Chrome MAC (Cadmium) HTML 5,0.35777777777777775,US (United States),Mad Men,Season 7,Time Zones (Episode 1),2019-08-14 21:40:52-07:00,8,2,2019
2019-08-15 04:34:45,0.024444444444444442,,Parks and Recreation: Season 4: Dave Returns (Episode 15),Netflix Chrome MAC (Cadmium) HTML 5,0.0275,US (United States),Parks and Recreation,Season 4,"Win, Lose, or Draw (Episode 22)",2019-08-14 21:34:45-07:00,8,2,2019
2019-08-14 05:13:40,0.3580555555555555,Autoplayed: user action: Unspecified; ,Parks and Recreation: Season 4: Operation Ann (Episode 14),Netflix Chrome MAC (Cadmium) HTML 5,0.3580555555555555,US (United States),Parks and Recreation,Season 4,Bus Tour (Episode 21),2019-08-13 22:13:40-07:00,8,1,2019
2019-08-14 04:47:13,0.35888888888888887,,Parks and Recreation: Season 4: Bowling for Votes (Episode 13),Netflix Chrome MAC (Cadmium) HTML 5,0.35888888888888887,US (United States),Mad Men,Season 6,In Care Of (Episode 12),2019-08-13 21:47:13-07:00,8,1,2019
2019-08-14 04:28:50,0.2975,,Parks and Recreation: Season 4: Campaign Ad (Episode 12),Netflix Chrome MAC (Cadmium) HTML 5,0.30916666666666665,US (United States),The West Wing,Season 4,20 Hours in America: Part 1 (Episode 1),2019-08-13 21:28:50-07:00,8,1,2019
2019-08-12 04:56:58,0.3522222222222222,Autoplayed: user action: Unspecified; ,Parks and Recreation: Season 4: The Comeback Kid (Episode 11),Netflix Chrome MAC (Cadmium) HTML 5,0.3525,US (United States),The West Wing,Season 4,20 Hours in America: Part 1 (Episode 1),2019-08-11 21:56:58-07:00,8,6,2019
2019-08-12 04:35:14,0.3580555555555555,Autoplayed: user action: None; ,Parks and Recreation: Season 4: Citizen Knope (Episode 10),Netflix Chrome MAC (Cadmium) HTML 5,0.35888888888888887,US (United States),The West Wing,Season 4,20 Hours in America: Part 1 (Episode 1),2019-08-11 21:35:14-07:00,8,6,2019
2019-08-12 04:13:32,0.3580555555555555,Autoplayed: user action: None; ,Parks and Recreation: Season 4: The Trial of Leslie Knope (Episode 9),Netflix Chrome MAC (Cadmium) HTML 5,0.3586111111111111,US (United States),Star Wars: The Clone Wars,Season 2,Children of the Force (Episode 3),2019-08-11 21:13:32-07:00,8,6,2019
2019-08-12 03:51:52,0.3580555555555555,Autoplayed: user action: None; ,Parks and Recreation: Season 4: Smallest Park (Episode 8),Netflix Chrome MAC (Cadmium) HTML 5,0.3586111111111111,US (United States),Star Wars: The Clone Wars,Season 2,Cargo of Doom (Episode 2),2019-08-11 20:51:52-07:00,8,6,2019
2019-08-12 03:29:36,0.3586111111111111,,Parks and Recreation: Season 4: The Treaty (Episode 7),Netflix Chrome MAC (Cadmium) HTML 5,0.3586111111111111,US (United States),Star Wars: The Clone Wars,Season 2,Holocron Heist (Episode 1),2019-08-11 20:29:36-07:00,8,6,2019
2019-08-07 07:05:55,0.14305555555555555,,"The Office (U.S.): Season 4: Goodbye, Toby (Episode 14)",Netflix Chrome MAC (Cadmium) HTML 5,0.3,US (United States),Star Wars: The Clone Wars,Season 1,Hostage Crisis (Episode 22),2019-08-07 00:05:55-07:00,8,2,2019
2019-08-07 06:05:27,0.15666666666666665,Autoplayed: user action: None; ,"The Office (U.S.): Season 4: Goodbye, Toby (Episode 14)",Netflix Chrome MAC (Cadmium) HTML 5,0.15694444444444444,US (United States),The Office (U.S.),Season 3,Safety Training (Episode 19),2019-08-06 23:05:27-07:00,8,1,2019
2019-08-07 05:38:30,0.11833333333333333,,The Office (U.S.): Season 4: Job Fair (Episode 13),Netflix Chrome MAC (Cadmium) HTML 5,0.34138888888888885,US (United States),The Office (U.S.),Season 3,The Negotiation (Episode 18),2019-08-06 22:38:30-07:00,8,1,2019
2019-08-07 03:54:06,0.22305555555555556,Autoplayed: user action: None; ,The Office (U.S.): Season 4: Job Fair (Episode 13),Netflix Chrome MAC (Cadmium) HTML 5,0.22305555555555556,US (United States),The Office (U.S.),Season 3,Cocktails (Episode 17),2019-08-06 20:54:06-07:00,8,1,2019
2019-08-07 03:43:50,0.17055555555555554,,The Office (U.S.): Season 4: Did I Stutter (Episode 12),Netflix Chrome MAC (Cadmium) HTML 5,0.36166666666666664,US (United States),The Office (U.S.),Season 3,Business School (Episode 16),2019-08-06 20:43:50-07:00,8,1,2019
2019-08-06 04:11:56,0.18694444444444444,,The Office (U.S.): Season 4: Did I Stutter (Episode 12),Netflix Chrome MAC (Cadmium) HTML 5,0.1911111111111111,US (United States),The Office (U.S.),Season 3,Phyllis's Wedding (Episode 15),2019-08-05 21:11:56-07:00,8,0,2019
2019-08-05 06:04:10,0.0005555555555555556,,The Office (U.S.): Season 4: Did I Stutter (Episode 12),Netflix Chrome MAC (Cadmium) HTML 5,0.0005555555555555556,US (United States),The Office (U.S.),Season 3,Ben Franklin (Episode 14),2019-08-04 23:04:10-07:00,8,6,2019
2019-08-05 05:36:47,0.26305555555555554,,The Office (U.S.): Season 4: Night Out (Episode 11),Netflix Chrome MAC (Cadmium) HTML 5,0.34638888888888886,US (United States),The Office (U.S.),Season 3,The Return (Episode 13),2019-08-04 22:36:47-07:00,8,6,2019
2019-08-05 05:17:20,0.29194444444444445,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 4: The Chair Model (Episode 10),Netflix Chrome MAC (Cadmium) HTML 5,0.29194444444444445,US (United States),The Office (U.S.),Season 3,The Return (Episode 13),2019-08-04 22:17:20-07:00,8,6,2019
2019-08-05 05:06:50,0.17416666666666666,,The Office (U.S.): Season 4: Dinner Party (Episode 9),Netflix Chrome MAC (Cadmium) HTML 5,0.365,US (United States),The Office (U.S.),Season 3,The Return (Episode 13),2019-08-04 22:06:50-07:00,8,6,2019
2019-07-27 16:04:34,0.19083333333333333,,The Office (U.S.): Season 4: Dinner Party (Episode 9),Netflix Chrome MAC (Cadmium) HTML 5,0.19083333333333333,US (United States),The Office (U.S.),Season 3,Traveling Salesmen (Episode 12),2019-07-27 09:04:34-07:00,7,5,2019
2019-07-27 15:47:22,0.2861111111111111,,The Office (U.S.): Season 4: The Deposition (Episode 8),Netflix Chrome MAC (Cadmium) HTML 5,0.35333333333333333,US (United States),The Office (U.S.),Season 3,Back from Vacation (Episode 11),2019-07-27 08:47:22-07:00,7,5,2019
2019-07-27 15:13:49,0.49777777777777776,Autoplayed: user action: Unspecified; ,Zombieland,Netflix Chrome MAC (Cadmium) HTML 5,1.3816666666666666,US (United States),The Office (U.S.),Season 3,A Benihana Christmas (Episode 10),2019-07-27 08:13:49-07:00,7,5,2019
2019-07-27 15:05:06,0.0811111111111111,Autoplayed: user action: Unspecified; ,Mad Men: Season 3: The Color Blue (Episode 10),Netflix Chrome MAC (Cadmium) HTML 5,0.5208333333333334,US (United States),Parks and Recreation,Season 4,Bus Tour (Episode 21),2019-07-27 08:05:06-07:00,7,5,2019
2019-07-27 02:47:25,0.13,Autoplayed: user action: Unspecified; ,Mad Men: Season 3: The Color Blue (Episode 10),Netflix Chrome MAC (Cadmium) HTML 5,0.43972222222222224,US (United States),Parks and Recreation,Season 4,The Debate (Episode 20),2019-07-26 19:47:25-07:00,7,4,2019
2019-07-27 02:47:14,0.0008333333333333334,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 4: The Deposition (Episode 8),Netflix Chrome MAC (Cadmium) HTML 5,0.06722222222222222,US (United States),Parks and Recreation,Season 4,Live Ammo (Episode 19),2019-07-26 19:47:14-07:00,7,4,2019
2019-07-27 02:47:11,0.0002777777777777778,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 4: Survivor Man (Episode 7),Netflix Chrome MAC (Cadmium) HTML 5,0.3327777777777778,US (United States),Parks and Recreation,Season 4,Live Ammo (Episode 19),2019-07-26 19:47:11-07:00,7,4,2019
2019-07-27 02:42:13,0.0811111111111111,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 4: Branch Wars (Episode 6),Netflix Chrome MAC (Cadmium) HTML 5,0.20861111111111114,US (United States),Parks and Recreation,Season 4,Live Ammo (Episode 19),2019-07-26 19:42:13-07:00,7,4,2019
2019-07-27 02:42:09,0.0005555555555555556,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 4: Local Ad (Episode 5),Netflix Chrome MAC (Cadmium) HTML 5,0.3336111111111111,US (United States),Parks and Recreation,Season 4,Lucky (Episode 18),2019-07-26 19:42:09-07:00,7,4,2019
2019-07-26 04:05:50,0.2663888888888889,,The Office (U.S.): Season 4: Local Ad (Episode 5),Netflix Chrome MAC (Cadmium) HTML 5,0.33305555555555555,US (United States),Parks and Recreation,Season 4,Campaign Shake-Up (Episode 17),2019-07-25 21:05:50-07:00,7,3,2019
2019-07-26 02:32:36,0.03333333333333333,,The Office (U.S.): Season 4: Local Ad (Episode 5),Netflix Chrome MAC (Cadmium) HTML 5,0.06666666666666667,US (United States),Parks and Recreation,Season 4,Sweet Sixteen (Episode 16),2019-07-25 19:32:36-07:00,7,3,2019
2019-07-26 02:11:29,0.3113888888888889,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 4: Money (Episode 4),Netflix Chrome MAC (Cadmium) HTML 5,0.5202777777777778,US (United States),Parks and Recreation,Season 4,Sweet Sixteen (Episode 16),2019-07-25 19:11:29-07:00,7,3,2019
2019-07-25 05:31:27,0.185,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 4: Money (Episode 4),Netflix Chrome MAC (Cadmium) HTML 5,0.2088888888888889,US (United States),Parks and Recreation,Season 4,Dave Returns (Episode 15),2019-07-24 22:31:27-07:00,7,2,2019
2019-07-17 00:48:12,0.23083333333333333,,ANIMA,Sony Sony Android TV 2017 Smart TV,0.23305555555555557,US (United States),Parks and Recreation,Season 2,Sweetums (Episode 15),2019-07-16 17:48:12-07:00,7,1,2019
2019-07-16 02:30:49,1.238888888888889,,Stranger Things: Stranger Things 3: Chapter Eight: The Battle of Starcourt (Episode 8),Sony Sony Android TV 2017 Smart TV,1.2505555555555556,US (United States),Parks and Recreation,Season 2,Sweetums (Episode 15),2019-07-15 19:30:49-07:00,7,0,2019
2019-07-13 23:46:00,0.03194444444444444,Autoplayed: user action: Unspecified; ,Mad Men: Season 3: The Color Blue (Episode 10),Netflix Chrome MAC (Cadmium) HTML 5,0.1872222222222222,US (United States),Parks and Recreation,Season 3,Harvest Festival (Episode 7),2019-07-13 16:46:00-07:00,7,5,2019
2019-07-13 23:45:55,0.0008333333333333334,Autoplayed: user action: Unspecified; ,Mad Men: Season 3: Wee Small Hours (Episode 9),Netflix Chrome MAC (Cadmium) HTML 5,0.6597222222222222,US (United States),The Office (U.S.),Season 1,Hot Girl (Episode 6),2019-07-13 16:45:55-07:00,7,5,2019
2019-07-13 23:43:10,0.04388888888888889,Autoplayed: user action: Unspecified; ,Mad Men: Season 3: Souvenir (Episode 8),Netflix Chrome MAC (Cadmium) HTML 5,0.773888888888889,US (United States),Parks and Recreation,Season 3,Harvest Festival (Episode 7),2019-07-13 16:43:10-07:00,7,5,2019
2019-07-12 03:00:31,0.0008333333333333334,Autoplayed: user action: None; ,Stranger Things: Stranger Things 3: Chapter Eight: The Battle of Starcourt (Episode 8),Netflix Chrome MAC (Cadmium) HTML 5,0.0025,US (United States),Parks and Recreation,Season 3,Indianapolis (Episode 6),2019-07-11 20:00:31-07:00,7,3,2019
2019-07-12 02:05:17,0.8513888888888889,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 3: Chapter Seven: The Bite (Episode 7),Netflix Chrome MAC (Cadmium) HTML 5,0.8633333333333333,US (United States),Parks and Recreation,Season 3,Indianapolis (Episode 6),2019-07-11 19:05:17-07:00,7,3,2019
2019-07-09 03:54:01,0.9255555555555555,,Stranger Things: Stranger Things 3: Chapter Six: E Pluribus Unum (Episode 6),Sony Sony Android TV 2017 Smart TV,0.9380555555555555,US (United States),Parks and Recreation,Season 3,Ron and Tammy: Part II (Episode 4),2019-07-08 20:54:01-07:00,7,0,2019
2019-07-09 03:32:20,0.0002777777777777778,,Stranger Things: Stranger Things 3: Chapter Six: E Pluribus Unum (Episode 6),Sony Sony Android TV 2017 Smart TV,0.0002777777777777778,US (United States),Parks and Recreation,Season 3,Time Capsule (Episode 3),2019-07-08 20:32:20-07:00,7,0,2019
2019-07-09 03:31:13,0.0005555555555555556,Autoplayed: user action: None; ,Stranger Things: Stranger Things 3: Chapter Six: E Pluribus Unum (Episode 6),Sony Sony Android TV 2017 Smart TV,0.0016666666666666668,US (United States),Parks and Recreation,Season 3,Time Capsule (Episode 3),2019-07-08 20:31:13-07:00,7,0,2019
2019-07-09 02:42:49,0.8033333333333333,,Stranger Things: Stranger Things 3: Chapter Five: The Flayed (Episode 5),Sony Sony Android TV 2017 Smart TV,0.8158333333333334,US (United States),Parks and Recreation,Season 3,Time Capsule (Episode 3),2019-07-08 19:42:49-07:00,7,0,2019
2019-07-08 05:12:38,0.8133333333333334,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 3: Chapter Four: The Sauna Test (Episode 4),Netflix Chrome MAC (Cadmium) HTML 5,0.8258333333333333,US (United States),Parks and Recreation,Season 3,Time Capsule (Episode 3),2019-07-07 22:12:38-07:00,7,6,2019
2019-07-08 01:56:21,0.3272222222222222,Autoplayed: user action: Unspecified; ,Mad Men: Season 3: Souvenir (Episode 8),Netflix Chrome MAC (Cadmium) HTML 5,0.6222222222222222,US (United States),Parks and Recreation,Season 3,Flu Season (Episode 2),2019-07-07 18:56:21-07:00,7,6,2019
2019-07-08 01:17:17,0.03805555555555556,Autoplayed: user action: Unspecified; ,Mad Men: Season 3: Souvenir (Episode 8),Netflix Chrome MAC (Cadmium) HTML 5,0.19555555555555554,US (United States),Parks and Recreation,Season 3,Go Big or Go Home (Episode 1),2019-07-07 18:17:17-07:00,7,6,2019
2019-07-08 00:58:58,0.2513888888888889,Autoplayed: user action: Unspecified; ,Mad Men: Season 3: Seven Twenty Three (Episode 7),Netflix Chrome MAC (Cadmium) HTML 5,0.30277777777777776,US (United States),Parks and Recreation,Season 3,Go Big or Go Home (Episode 1),2019-07-07 17:58:58-07:00,7,6,2019
2019-07-08 00:10:51,0.5147222222222222,Autoplayed: user action: Unspecified; ,Mad Men: Season 3: Guy Walks into an Advertising Agency (Episode 6),Netflix Chrome MAC (Cadmium) HTML 5,0.7130555555555556,US (United States),Parks and Recreation,Season 2,Freddy Spaghetti (Episode 24),2019-07-07 17:10:51-07:00,7,6,2019
2019-07-07 02:23:40,0.09,Autoplayed: user action: Unspecified; ,Mad Men: Season 3: Guy Walks into an Advertising Agency (Episode 6),Netflix Chrome MAC (Cadmium) HTML 5,0.10083333333333334,US (United States),Parks and Recreation,Season 2,The Master Plan (Episode 23),2019-07-06 19:23:40-07:00,7,5,2019
2019-07-07 02:06:37,0.2836111111111111,,Mad Men: Season 3: The Fog (Episode 5),Netflix Chrome MAC (Cadmium) HTML 5,0.7811111111111112,US (United States),Parks and Recreation,Season 2,The Master Plan (Episode 23),2019-07-06 19:06:37-07:00,7,5,2019
2019-07-06 05:26:21,0.12805555555555556,Autoplayed: user action: Unspecified; ,Mad Men: Season 3: The Fog (Episode 5),Netflix Chrome MAC (Cadmium) HTML 5,0.4975,US (United States),Parks and Recreation,Season 2,Telethon (Episode 22),2019-07-05 22:26:21-07:00,7,4,2019
2019-07-06 05:11:15,0.25,Autoplayed: user action: Unspecified; ,Mad Men: Season 3: The Arrangements (Episode 4),Netflix Chrome MAC (Cadmium) HTML 5,0.7808333333333334,US (United States),Parks and Recreation,Season 2,Telethon (Episode 22),2019-07-05 22:11:15-07:00,7,4,2019
2019-07-06 03:43:43,0.0011111111111111111,Autoplayed: user action: None; ,Stranger Things: Stranger Things 3: Chapter Four: The Sauna Test (Episode 4),Sony Sony Android TV 2017 Smart TV,0.0022222222222222222,US (United States),Parks and Recreation,Season 2,94 Meetings (Episode 21),2019-07-05 20:43:43-07:00,7,4,2019
2019-07-06 02:49:59,0.7661111111111111,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 3: Chapter Three: The Case of the Missing Lifeguard (Episode 3),Sony Sony Android TV 2017 Smart TV,0.778888888888889,US (United States),Parks and Recreation,Season 2,Summer Catalog (Episode 20),2019-07-05 19:49:59-07:00,7,4,2019
2019-07-06 02:03:30,0.7719444444444445,,Stranger Things: Stranger Things 3: Chapter Two: The Mall Rats (Episode 2),Sony Sony Android TV 2017 Smart TV,0.7838888888888889,US (United States),Mad Men,Season 6,The Quality of Mercy (Episode 11),2019-07-05 19:03:30-07:00,7,4,2019
2019-07-06 01:26:23,0.4736111111111111,,Mad Men: Season 3: The Arrangements (Episode 4),Netflix Chrome MAC (Cadmium) HTML 5,0.48388888888888887,US (United States),Mad Men,Season 6,Favors (Episode 10),2019-07-05 18:26:23-07:00,7,4,2019
2019-07-06 01:26:12,0.0025,Autoplayed: user action: Unspecified; ,Mad Men: Season 3: My Old Kentucky Home (Episode 3),Netflix Chrome MAC (Cadmium) HTML 5,0.013055555555555556,US (United States),Parks and Recreation,Season 2,Summer Catalog (Episode 20),2019-07-05 18:26:12-07:00,7,4,2019
2019-07-06 00:52:20,0.5636111111111112,Autoplayed: user action: Unspecified; ,Mad Men: Season 3: Love Among the Ruins (Episode 2),Netflix Chrome MAC (Cadmium) HTML 5,0.7758333333333334,US (United States),Parks and Recreation,Season 2,Park Safety (Episode 19),2019-07-05 17:52:20-07:00,7,4,2019
2019-07-05 07:01:33,0.0025,Autoplayed: user action: Unspecified; ,Mad Men: Season 3: Love Among the Ruins (Episode 2),Netflix Chrome MAC (Cadmium) HTML 5,0.21222222222222223,US (United States),Parks and Recreation,Season 2,The Possum (Episode 18),2019-07-05 00:01:33-07:00,7,4,2019
2019-07-05 05:55:54,0.12416666666666668,Autoplayed: user action: Unspecified; ,Mad Men: Season 3: Love Among the Ruins (Episode 2),Netflix Chrome MAC (Cadmium) HTML 5,0.20972222222222223,US (United States),Parks and Recreation,Season 2,The Possum (Episode 18),2019-07-04 22:55:54-07:00,7,3,2019
2019-07-05 04:36:29,0.7708333333333334,Autoplayed: user action: Unspecified; ,"Stranger Things: Stranger Things 3: Chapter One: Suzie, Do You Copy? (Episode 1)",Netflix Chrome MAC (Cadmium) HTML 5,0.7888888888888889,US (United States),Parks and Recreation,Season 2,The Possum (Episode 18),2019-07-04 21:36:29-07:00,7,3,2019
2019-07-05 04:33:45,0.006111111111111111,Autoplayed: user action: Unspecified; ,"Stranger Things: Stranger Things 3: Chapter One: Suzie, Do You Copy? (Episode 1)",Netflix Chrome MAC (Cadmium) HTML 5,0.006111111111111111,US (United States),Parks and Recreation,Season 2,Woman of the Year (Episode 17),2019-07-04 21:33:45-07:00,7,3,2019
2019-07-04 02:44:08,0.0005555555555555556,Autoplayed: user action: Unspecified; ,Mad Men: Season 3: Love Among the Ruins (Episode 2),Netflix Chrome MAC (Cadmium) HTML 5,0.010555555555555556,US (United States),Parks and Recreation,Season 2,Galentine's Day (Episode 16),2019-07-03 19:44:08-07:00,7,2,2019
2019-07-04 02:07:00,0.355,Autoplayed: user action: Unspecified; ,Mad Men: Season 3: Out of Town (Episode 1),Netflix Chrome MAC (Cadmium) HTML 5,0.7308333333333333,US (United States),Parks and Recreation,Season 2,Sweetums (Episode 15),2019-07-03 19:07:00-07:00,7,2,2019
2019-07-04 01:52:10,0.2252777777777778,Autoplayed: user action: Unspecified; ,Mad Men: Season 2: Meditations in an Emergency (Episode 13),Netflix Chrome MAC (Cadmium) HTML 5,0.7713888888888889,US (United States),Parks and Recreation,Season 2,Sweetums (Episode 15),2019-07-03 18:52:10-07:00,7,2,2019
2019-07-01 06:50:40,0.08638888888888889,Autoplayed: user action: Unspecified; ,Mad Men: Season 2: Meditations in an Emergency (Episode 13),Netflix Chrome MAC (Cadmium) HTML 5,0.25305555555555553,US (United States),Parks and Recreation,Season 2,Leslie's House (Episode 14),2019-06-30 23:50:40-07:00,6,6,2019
2019-07-01 06:38:37,0.17388888888888887,Autoplayed: user action: Unspecified; ,Mad Men: Season 2: The Mountain King (Episode 12),Netflix Chrome MAC (Cadmium) HTML 5,0.7616666666666667,US (United States),Parks and Recreation,Season 2,Leslie's House (Episode 14),2019-06-30 23:38:37-07:00,6,6,2019
2019-07-01 06:37:43,0.011666666666666667,Autoplayed: user action: Unspecified; ,Zombieland,Netflix Chrome MAC (Cadmium) HTML 5,0.855,US (United States),Parks and Recreation,Season 2,The Set-Up (Episode 13),2019-06-30 23:37:43-07:00,6,6,2019
2019-07-01 04:32:11,0.43194444444444446,Autoplayed: user action: Unspecified; ,Zombieland,Netflix Chrome MAC (Cadmium) HTML 5,0.8433333333333334,US (United States),Parks and Recreation,Season 2,Christmas Scandal (Episode 12),2019-06-30 21:32:11-07:00,6,6,2019
2019-07-01 04:29:41,0.0030555555555555557,Autoplayed: user action: Unspecified; ,ANIMA,Netflix Chrome MAC (Cadmium) HTML 5,0.0030555555555555557,US (United States),Parks and Recreation,Season 2,Tom's Divorce (Episode 11),2019-06-30 21:29:41-07:00,6,6,2019
2019-07-01 04:09:20,0.26694444444444443,Autoplayed: user action: Unspecified; ,Mad Men: Season 2: The Mountain King (Episode 12),Netflix Chrome MAC (Cadmium) HTML 5,0.27944444444444444,US (United States),Parks and Recreation,Season 2,Hunting Trip (Episode 10),2019-06-30 21:09:20-07:00,6,6,2019
2019-07-01 02:45:02,0.6475,Autoplayed: user action: Unspecified; ,Mad Men: Season 2: The Jet Set (Episode 11),Netflix Chrome MAC (Cadmium) HTML 5,0.7466666666666666,US (United States),Mad Men,Season 6,A Tale of Two Cities (Episode 9),2019-06-30 19:45:02-07:00,6,6,2019
2019-07-01 01:53:09,0.7527777777777778,Autoplayed: user action: Unspecified; ,Mad Men: Season 2: The Inheritance (Episode 10),Netflix Chrome MAC (Cadmium) HTML 5,0.7811111111111112,US (United States),Parks and Recreation,Season 2,The Camel (Episode 9),2019-06-30 18:53:09-07:00,6,6,2019
2019-07-01 01:27:51,0.25222222222222224,Autoplayed: user action: Unspecified; ,Mad Men: Season 2: Six-Month Leave (Episode 9),Netflix Chrome MAC (Cadmium) HTML 5,0.7972222222222222,US (United States),Parks and Recreation,Season 2,The Camel (Episode 9),2019-06-30 18:27:51-07:00,6,6,2019
2019-06-29 06:18:22,0.29555555555555557,Autoplayed: user action: Unspecified; ,Mad Men: Season 2: Six-Month Leave (Episode 9),Netflix Chrome MAC (Cadmium) HTML 5,0.545,US (United States),Parks and Recreation,Season 2,Ron and Tammy (Episode 8),2019-06-28 23:18:22-07:00,6,4,2019
2019-06-29 06:18:17,0.0005555555555555556,Autoplayed: user action: Unspecified; ,Mad Men: Season 2: A Night to Remember (Episode 8),Netflix Chrome MAC (Cadmium) HTML 5,0.7630555555555556,US (United States),Black Panther,,,2019-06-28 23:18:17-07:00,6,4,2019
2019-06-29 02:30:48,1.876111111111111,,Dallas Buyers Club,Sony Sony Android TV 2017 Smart TV,1.876111111111111,US (United States),Bruce Almighty,,,2019-06-28 19:30:48-07:00,6,4,2019
2019-06-28 05:57:53,0.5775,Autoplayed: user action: Unspecified; ,Mad Men: Season 2: A Night to Remember (Episode 8),Netflix Chrome MAC (Cadmium) HTML 5,0.7625,US (United States),Mad Men,Season 6,The Crash (Episode 7),2019-06-27 22:57:53-07:00,6,3,2019
2019-06-28 05:50:33,0.1213888888888889,Autoplayed: user action: Unspecified; ,Mad Men: Season 2: The Gold Violin (Episode 7),Netflix Chrome MAC (Cadmium) HTML 5,0.40055555555555555,US (United States),Bruce Almighty,,,2019-06-27 22:50:33-07:00,6,3,2019
